collocation,count,count_nested,length,lambda,z
that new,1,0,2,2.376338826007471,2.7432812897359624
that works,1,0,2,2.376338826007471,2.7432812897359624
fighting this,1,0,2,2.412076890323722,2.7276080966909757
address our,1,0,2,2.66635709528882,2.7251458471377785
make our,1,0,2,2.66635709528882,2.7251458471377785
strengthen our,1,0,2,2.66635709528882,2.7251458471377785
get to,1,0,2,2.8134346685689993,2.7188307206835596
initiative to,1,0,2,2.8134346685689993,2.7188307206835596
path to,1,0,2,2.8134346685689993,2.7188307206835596
peace to,1,0,2,2.8134346685689993,2.7188307206835596
strength to,1,0,2,2.8134346685689993,2.7188307206835596
all involved,1,0,2,2.65652470787997,2.7151612367463414
all nations,1,0,2,2.65652470787997,2.7151612367463414
all present,1,0,2,2.65652470787997,2.7151612367463414
all representatives,1,0,2,2.65652470787997,2.7151612367463414
of avdiivka,1,0,2,3.138682855488578,2.714635131397062
of course,1,0,2,3.138682855488578,2.714635131397062
of equipment,1,0,2,3.138682855488578,2.714635131397062
of history,1,0,2,3.138682855488578,2.714635131397062
of ihor,1,0,2,3.138682855488578,2.714635131397062
of integration,1,0,2,3.138682855488578,2.714635131397062
of mine,1,0,2,3.138682855488578,2.714635131397062
of normal,1,0,2,3.138682855488578,2.714635131397062
of prosecutor,1,0,2,3.138682855488578,2.714635131397062
of switzerland,1,0,2,3.138682855488578,2.714635131397062
of thousands,1,0,2,3.138682855488578,2.714635131397062
of volunteers,1,0,2,3.138682855488578,2.714635131397062
of weapon,1,0,2,3.138682855488578,2.714635131397062
every such,1,0,2,2.3393552535469277,2.7131957195652943
in your,2,0,2,1.8249458870053248,2.7129695831650418
our rescue,1,0,2,2.8010985457023967,2.706969046398024
our resistance,1,0,2,2.8010985457023967,2.706969046398024
our struggle,1,0,2,2.8010985457023967,2.706969046398024
ability to,1,0,2,4.423159957971812,2.70652330167087
accession to,1,0,2,4.423159957971812,2.70652330167087
adapt to,1,0,2,4.423159957971812,2.70652330167087
agreeing to,1,0,2,4.423159957971812,2.70652330167087
clock to,1,0,2,4.423159957971812,2.70652330167087
coalition to,1,0,2,4.423159957971812,2.70652330167087
commitment to,1,0,2,4.423159957971812,2.70652330167087
concessions to,1,0,2,4.423159957971812,2.70652330167087
continues to,1,0,2,4.423159957971812,2.70652330167087
contribute to,1,0,2,4.423159957971812,2.70652330167087
contributed to,1,0,2,4.423159957971812,2.70652330167087
disgust to,1,0,2,4.423159957971812,2.70652330167087
distressing to,1,0,2,4.423159957971812,2.70652330167087
embassy to,1,0,2,4.423159957971812,2.70652330167087
equipment to,1,0,2,4.423159957971812,2.70652330167087
managed to,1,0,2,4.423159957971812,2.70652330167087
nothing to,1,0,2,4.423159957971812,2.70652330167087
obligations to,1,0,2,4.423159957971812,2.70652330167087
official to,1,0,2,4.423159957971812,2.70652330167087
paid to,1,0,2,4.423159957971812,2.70652330167087
percent to,1,0,2,4.423159957971812,2.70652330167087
properly to,1,0,2,4.423159957971812,2.70652330167087
proposals to,1,0,2,4.423159957971812,2.70652330167087
propose to,1,0,2,4.423159957971812,2.70652330167087
proving to,1,0,2,4.423159957971812,2.70652330167087
readiness to,1,0,2,4.423159957971812,2.70652330167087
sling to,1,0,2,4.423159957971812,2.70652330167087
stays to,1,0,2,4.423159957971812,2.70652330167087
supplied to,1,0,2,4.423159957971812,2.70652330167087
takes to,1,0,2,4.423159957971812,2.70652330167087
tried to,1,0,2,4.423159957971812,2.70652330167087
varna to,1,0,2,4.423159957971812,2.70652330167087
willing to,1,0,2,4.423159957971812,2.70652330167087
administration and,1,0,2,3.124836665640462,2.702704012636671
aggression and,1,0,2,3.124836665640462,2.702704012636671
agreed and,1,0,2,3.124836665640462,2.702704012636671
america and,1,0,2,3.124836665640462,2.702704012636671
ammunition and,1,0,2,3.124836665640462,2.702704012636671
andrzej and,1,0,2,3.124836665640462,2.702704012636671
attacks and,1,0,2,3.124836665640462,2.702704012636671
aviation and,1,0,2,3.124836665640462,2.702704012636671
doctors and,1,0,2,3.124836665640462,2.702704012636671
engineers and,1,0,2,3.124836665640462,2.702704012636671
germany and,1,0,2,3.124836665640462,2.702704012636671
guterres and,1,0,2,3.124836665640462,2.702704012636671
immediate and,1,0,2,3.124836665640462,2.702704012636671
indifferent and,1,0,2,3.124836665640462,2.702704012636671
integrity and,1,0,2,3.124836665640462,2.702704012636671
interest and,1,0,2,3.124836665640462,2.702704012636671
mark and,1,0,2,3.124836665640462,2.702704012636671
parliament and,1,0,2,3.124836665640462,2.702704012636671
posts and,1,0,2,3.124836665640462,2.702704012636671
prompt and,1,0,2,3.124836665640462,2.702704012636671
quickly and,1,0,2,3.124836665640462,2.702704012636671
response and,1,0,2,3.124836665640462,2.702704012636671
soledar and,1,0,2,3.124836665640462,2.702704012636671
solidarity and,1,0,2,3.124836665640462,2.702704012636671
sovereignty and,1,0,2,3.124836665640462,2.702704012636671
streets and,1,0,2,3.124836665640462,2.702704012636671
strikes and,1,0,2,3.124836665640462,2.702704012636671
territory and,1,0,2,3.124836665640462,2.702704012636671
vereshchuk and,1,0,2,3.124836665640462,2.702704012636671
wounded and,1,0,2,3.124836665640462,2.702704012636671
warriors with,1,0,2,2.316856439164461,2.702427597007908
our ability,1,0,2,4.410823959036917,2.698998766584001
our agricultural,1,0,2,4.410823959036917,2.698998766584001
our allies,1,0,2,4.410823959036917,2.698998766584001
our boys,1,0,2,4.410823959036917,2.698998766584001
our bridge,1,0,2,4.410823959036917,2.698998766584001
our canadian,1,0,2,4.410823959036917,2.698998766584001
our city,1,0,2,4.410823959036917,2.698998766584001
our coordination,1,0,2,4.410823959036917,2.698998766584001
our croatian,1,0,2,4.410823959036917,2.698998766584001
our current,1,0,2,4.410823959036917,2.698998766584001
our diplomats,1,0,2,4.410823959036917,2.698998766584001
our educators,1,0,2,4.410823959036917,2.698998766584001
our fast,1,0,2,4.410823959036917,2.698998766584001
our fertile,1,0,2,4.410823959036917,2.698998766584001
our friendship,1,0,2,4.410823959036917,2.698998766584001
our goods,1,0,2,4.410823959036917,2.698998766584001
our gunners,1,0,2,4.410823959036917,2.698998766584001
our legendary,1,0,2,4.410823959036917,2.698998766584001
our migrants,1,0,2,4.410823959036917,2.698998766584001
our multi-million,1,0,2,4.410823959036917,2.698998766584001
our native,1,0,2,4.410823959036917,2.698998766584001
our pace,1,0,2,4.410823959036917,2.698998766584001
our particularly,1,0,2,4.410823959036917,2.698998766584001
our second,1,0,2,4.410823959036917,2.698998766584001
our soldier,1,0,2,4.410823959036917,2.698998766584001
our strategic,1,0,2,4.410823959036917,2.698998766584001
our students,1,0,2,4.410823959036917,2.698998766584001
our ties,1,0,2,4.410823959036917,2.698998766584001
our view,1,0,2,4.410823959036917,2.698998766584001
understanding that,1,0,2,2.3494452627052844,2.696636355307955
administration for,1,0,2,3.114566052979942,2.693853283936719
america for,1,0,2,3.114566052979942,2.693853283936719
australia for,1,0,2,3.114566052979942,2.693853283936719
call for,1,0,2,3.114566052979942,2.693853283936719
charles for,1,0,2,3.114566052979942,2.693853283936719
company for,1,0,2,3.114566052979942,2.693853283936719
council for,1,0,2,3.114566052979942,2.693853283936719
fought for,1,0,2,3.114566052979942,2.693853283936719
french for,1,0,2,3.114566052979942,2.693853283936719
germany for,1,0,2,3.114566052979942,2.693853283936719
greece for,1,0,2,3.114566052979942,2.693853283936719
guterres for,1,0,2,3.114566052979942,2.693853283936719
leyen for,1,0,2,3.114566052979942,2.693853283936719
parliament for,1,0,2,3.114566052979942,2.693853283936719
this assistance,1,0,2,2.3495839917353596,2.686224505416077
defenders of,3,0,2,1.5939201464899488,2.6806738912764883
in an,1,0,2,2.4069804371413124,2.677756358153008
in kharkiv,1,0,2,2.4069804371413124,2.677756358153008
also to,2,0,2,1.892025437936251,2.677361761797062
attacks of,1,0,2,3.0777113245652057,2.662089185882809
aviation of,1,0,2,3.0777113245652057,2.662089185882809
children of,1,0,2,3.0777113245652057,2.662089185882809
church of,1,0,2,3.0777113245652057,2.662089185882809
council of,1,0,2,3.0777113245652057,2.662089185882809
duty of,1,0,2,3.0777113245652057,2.662089185882809
engineers of,1,0,2,3.0777113245652057,2.662089185882809
flag of,1,0,2,3.0777113245652057,2.662089185882809
guard of,1,0,2,3.0777113245652057,2.662089185882809
integrity of,1,0,2,3.0777113245652057,2.662089185882809
leader of,1,0,2,3.0777113245652057,2.662089185882809
nation of,1,0,2,3.0777113245652057,2.662089185882809
officers of,1,0,2,3.0777113245652057,2.662089185882809
operation of,1,0,2,3.0777113245652057,2.662089185882809
pressure of,1,0,2,3.0777113245652057,2.662089185882809
residents of,1,0,2,3.0777113245652057,2.662089185882809
result of,1,0,2,3.0777113245652057,2.662089185882809
sovereignty of,1,0,2,3.0777113245652057,2.662089185882809
specialists of,1,0,2,3.0777113245652057,2.662089185882809
steps of,1,0,2,3.0777113245652057,2.662089185882809
task of,1,0,2,3.0777113245652057,2.662089185882809
territory of,1,0,2,3.0777113245652057,2.662089185882809
to accomplish,1,0,2,4.347317066793916,2.6602551510131134
to admit,1,0,2,4.347317066793916,2.6602551510131134
to assist,1,0,2,4.347317066793916,2.6602551510131134
to break,1,0,2,4.347317066793916,2.6602551510131134
to convene,1,0,2,4.347317066793916,2.6602551510131134
to convey,1,0,2,4.347317066793916,2.6602551510131134
to counterattack,1,0,2,4.347317066793916,2.6602551510131134
to create,1,0,2,4.347317066793916,2.6602551510131134
to decide,1,0,2,4.347317066793916,2.6602551510131134
to denmark,1,0,2,4.347317066793916,2.6602551510131134
to deprive,1,0,2,4.347317066793916,2.6602551510131134
to drive,1,0,2,4.347317066793916,2.6602551510131134
to emmanuel,1,0,2,4.347317066793916,2.6602551510131134
to end,1,0,2,4.347317066793916,2.6602551510131134
to engage,1,0,2,4.347317066793916,2.6602551510131134
to establish,1,0,2,4.347317066793916,2.6602551510131134
to grossi,1,0,2,4.347317066793916,2.6602551510131134
to leave,1,0,2,4.347317066793916,2.6602551510131134
to liberate,1,0,2,4.347317066793916,2.6602551510131134
to lose,1,0,2,4.347317066793916,2.6602551510131134
to participate,1,0,2,4.347317066793916,2.6602551510131134
to reach,1,0,2,4.347317066793916,2.6602551510131134
to rebuild,1,0,2,4.347317066793916,2.6602551510131134
to refuse,1,0,2,4.347317066793916,2.6602551510131134
to stimulate,1,0,2,4.347317066793916,2.6602551510131134
to talk,1,0,2,4.347317066793916,2.6602551510131134
to tell,1,0,2,4.347317066793916,2.6602551510131134
to türkiye,1,0,2,4.347317066793916,2.6602551510131134
to use,1,0,2,4.347317066793916,2.6602551510131134
our positions,2,0,2,1.8796413876119211,2.6599640362386294
their country,1,0,2,2.264524272815377,2.655904951641432
of security,2,0,2,1.917238443901435,2.655816669593308
that helps,2,0,2,1.753948696385892,2.6534389451172347
on this,2,0,2,1.7635062097593561,2.649633055313935
the amount,2,0,2,4.104378974381942,2.6482785747374993
the bulgarian,2,0,2,4.104378974381942,2.6482785747374993
the doctors,2,0,2,4.104378974381942,2.6482785747374993
the eu,2,0,2,4.104378974381942,2.6482785747374993
the french,2,0,2,4.104378974381942,2.6482785747374993
the fundraising,2,0,2,4.104378974381942,2.6482785747374993
the future,2,0,2,4.104378974381942,2.6482785747374993
the largest,2,0,2,4.104378974381942,2.6482785747374993
the line,2,0,2,4.104378974381942,2.6482785747374993
the main,2,0,2,4.104378974381942,2.6482785747374993
the national,2,0,2,4.104378974381942,2.6482785747374993
the sake,2,0,2,4.104378974381942,2.6482785747374993
the whole,2,0,2,4.104378974381942,2.6482785747374993
to export,1,0,2,2.737590990680852,2.645884593825672
to get,1,0,2,2.737590990680852,2.645884593825672
to mariupol,1,0,2,2.737590990680852,2.645884593825672
and administration,1,0,2,3.058119138416431,2.645200458152425
and aviation,1,0,2,3.058119138416431,2.645200458152425
and call,1,0,2,3.058119138416431,2.645200458152425
and caring,1,0,2,3.058119138416431,2.645200458152425
and children,1,0,2,3.058119138416431,2.645200458152425
and demonstrates,1,0,2,3.058119138416431,2.645200458152425
and europeans,1,0,2,3.058119138416431,2.645200458152425
and euros,1,0,2,3.058119138416431,2.645200458152425
and fulfill,1,0,2,3.058119138416431,2.645200458152425
and full,1,0,2,3.058119138416431,2.645200458152425
and giving,1,0,2,3.058119138416431,2.645200458152425
and guarantee,1,0,2,3.058119138416431,2.645200458152425
and implemented,1,0,2,3.058119138416431,2.645200458152425
and joint,1,0,2,3.058119138416431,2.645200458152425
and portuguese,1,0,2,3.058119138416431,2.645200458152425
and positive,1,0,2,3.058119138416431,2.645200458152425
and quickly,1,0,2,3.058119138416431,2.645200458152425
and remain,1,0,2,3.058119138416431,2.645200458152425
and repair,1,0,2,3.058119138416431,2.645200458152425
and saving,1,0,2,3.058119138416431,2.645200458152425
and shelling,1,0,2,3.058119138416431,2.645200458152425
and sovereignty,1,0,2,3.058119138416431,2.645200458152425
and territorial,1,0,2,3.058119138416431,2.645200458152425
and tries,1,0,2,3.058119138416431,2.645200458152425
personally and,2,0,2,1.9033475150985977,2.6366863879971665
country for,2,0,2,1.8930441052818079,2.62249471672448
work for,2,0,2,1.8930441052818079,2.62249471672448
for condemning,1,0,2,3.0106136096425766,2.6042424479336206
for demining,1,0,2,3.0106136096425766,2.6042424479336206
for further,1,0,2,3.0106136096425766,2.6042424479336206
for giving,1,0,2,3.0106136096425766,2.6042424479336206
for human,1,0,2,3.0106136096425766,2.6042424479336206
for remaining,1,0,2,3.0106136096425766,2.6042424479336206
for stable,1,0,2,3.0106136096425766,2.6042424479336206
the british,2,0,2,2.158018307223199,2.6023191698500536
the summit,2,0,2,2.158018307223199,2.6023191698500536
of canada,1,0,2,4.237439841017018,2.593198104707231
of candidate,1,0,2,4.237439841017018,2.593198104707231
of dollars,1,0,2,4.237439841017018,2.593198104707231
of estonia,1,0,2,4.237439841017018,2.593198104707231
of fair,1,0,2,4.237439841017018,2.593198104707231
of foreign,1,0,2,4.237439841017018,2.593198104707231
of france,1,0,2,4.237439841017018,2.593198104707231
of georgia,1,0,2,4.237439841017018,2.593198104707231
of greece,1,0,2,4.237439841017018,2.593198104707231
of indonesia,1,0,2,4.237439841017018,2.593198104707231
of investigation,1,0,2,4.237439841017018,2.593198104707231
of ireland,1,0,2,4.237439841017018,2.593198104707231
of ireland's,1,0,2,4.237439841017018,2.593198104707231
of israel,1,0,2,4.237439841017018,2.593198104707231
of liberation,1,0,2,4.237439841017018,2.593198104707231
of mobile,1,0,2,4.237439841017018,2.593198104707231
of my,1,0,2,4.237439841017018,2.593198104707231
of paris,1,0,2,4.237439841017018,2.593198104707231
of poland,1,0,2,4.237439841017018,2.593198104707231
of protecting,1,0,2,4.237439841017018,2.593198104707231
of salvation,1,0,2,4.237439841017018,2.593198104707231
of trust,1,0,2,4.237439841017018,2.593198104707231
of usd,1,0,2,4.237439841017018,2.593198104707231
of varna,1,0,2,4.237439841017018,2.593198104707231
of votes,1,0,2,4.237439841017018,2.593198104707231
of yellow,1,0,2,4.237439841017018,2.593198104707231
our defense,3,0,2,1.5018196473427374,2.5895512160810887
who have,4,0,2,1.3432345911544954,2.58688613803177
14th and,1,0,2,4.223593734966128,2.5847459222370106
abroad and,1,0,2,4.223593734966128,2.5847459222370106
afraid and,1,0,2,4.223593734966128,2.5847459222370106
archers and,1,0,2,4.223593734966128,2.5847459222370106
avdiivka and,1,0,2,4.223593734966128,2.5847459222370106
bank and,1,0,2,4.223593734966128,2.5847459222370106
boys and,1,0,2,4.223593734966128,2.5847459222370106
cares and,1,0,2,4.223593734966128,2.5847459222370106
clergy and,1,0,2,4.223593734966128,2.5847459222370106
court and,1,0,2,4.223593734966128,2.5847459222370106
created and,1,0,2,4.223593734966128,2.5847459222370106
cross and,1,0,2,4.223593734966128,2.5847459222370106
cultural and,1,0,2,4.223593734966128,2.5847459222370106
dialogue and,1,0,2,4.223593734966128,2.5847459222370106
diligent and,1,0,2,4.223593734966128,2.5847459222370106
dollars and,1,0,2,4.223593734966128,2.5847459222370106
easter and,1,0,2,4.223593734966128,2.5847459222370106
entrepreneurs and,1,0,2,4.223593734966128,2.5847459222370106
facts and,1,0,2,4.223593734966128,2.5847459222370106
guatemala and,1,0,2,4.223593734966128,2.5847459222370106
heroism and,1,0,2,4.223593734966128,2.5847459222370106
hlib and,1,0,2,4.223593734966128,2.5847459222370106
ilkiv and,1,0,2,4.223593734966128,2.5847459222370106
inspired and,1,0,2,4.223593734966128,2.5847459222370106
investigates and,1,0,2,4.223593734966128,2.5847459222370106
involvement and,1,0,2,4.223593734966128,2.5847459222370106
irises and,1,0,2,4.223593734966128,2.5847459222370106
japan and,1,0,2,4.223593734966128,2.5847459222370106
khan and,1,0,2,4.223593734966128,2.5847459222370106
khortytsia and,1,0,2,4.223593734966128,2.5847459222370106
lubinets and,1,0,2,4.223593734966128,2.5847459222370106
macro-financial and,1,0,2,4.223593734966128,2.5847459222370106
